id_evento,fecha,modulo,alerta,incidente_real,veredicto,tam_commit,t_respuesta_h,id_duplicado,tam_commit_atipico,t_respuesta_h_atipico
640,2026-02-10,api,FALSE,FALSE,positivo,27,8.5,FALSE,FALSE,FALSE
1248,2026-03-19,api,FALSE,FALSE,negativo,28,2.7,FALSE,FALSE,FALSE
1607,2026-03-08,api,FALSE,FALSE,negativo,10,3,FALSE,FALSE,FALSE
512,2026-02-16,db,FALSE,FALSE,negativo,117,8.2,FALSE,FALSE,FALSE
1277,2026-10-07,ui,FALSE,FALSE,negativo,67,2.3,FALSE,FALSE,FALSE
1785,2026-12-01,auth,FALSE,NA,negativo,36,4.6,FALSE,FALSE,FALSE
574,2026-03-14,api,FALSE,FALSE,negativo,73,3.6,FALSE,FALSE,FALSE
2307,2026-02-22,api,FALSE,FALSE,negativo,150,10.1,FALSE,FALSE,FALSE
2063,2026-02-07,api,FALSE,FALSE,negativo,66,5.2,FALSE,FALSE,FALSE
1872,2026-07-16,api,FALSE,FALSE,negativo,20,99999,FALSE,FALSE,FALSE
94,2026-03-05,db,FALSE,FALSE,negativo,62,9.1,FALSE,FALSE,FALSE
1522,2026-05-06,auth,FALSE,FALSE,negativo,15,1.2,FALSE,FALSE,FALSE
1158,2026-10-11,api,FALSE,FALSE,negativo,17,10,FALSE,FALSE,FALSE
613,2026-06-15,db,FALSE,FALSE,negativo,NA,1.3,FALSE,TRUE,FALSE
2428,2026-11-02,db,FALSE,FALSE,negativo,136,4.7,FALSE,FALSE,FALSE
1885,2026-06-03,api,FALSE,FALSE,negativo,66,15.8,FALSE,FALSE,FALSE
835,2026-11-11,api,FALSE,FALSE,negativo,112,3.7,FALSE,FALSE,FALSE
2595,2026-10-16,api,FALSE,FALSE,negativo,118,0.8,FALSE,FALSE,FALSE
2225,2026-09-03,auth,FALSE,FALSE,negativo,51,8.2,FALSE,FALSE,FALSE
2364,2026-10-25,db,FALSE,FALSE,NA,25,11.2,FALSE,FALSE,FALSE
1387,2026-05-02,db,FALSE,FALSE,negativo,25,4.7,FALSE,FALSE,FALSE
836,2026-12-08,auth,FALSE,FALSE,negativo,70,14.8,FALSE,FALSE,FALSE
231,2026-10-17,auth,FALSE,FALSE,negativo,47,5.3,TRUE,FALSE,FALSE
810,2026-09-05,api,FALSE,FALSE,negativo,40,2,FALSE,FALSE,FALSE
65,2026-08-17,ui,FALSE,FALSE,negativo,NA,4.1,FALSE,NA,FALSE
369,2026-12-06,auth,FALSE,FALSE,negativo,8,7.2,FALSE,FALSE,FALSE
1539,2026-09-14,auth,FALSE,NA,negativo,NA,4,FALSE,NA,FALSE
1895,2026-07-13,db,FALSE,FALSE,positivo,23,9.2,FALSE,FALSE,FALSE
1021,2026-10-21,api,TRUE,FALSE,negativo,56,13.3,FALSE,FALSE,FALSE
2452,2026-01-09,ui,FALSE,FALSE,negativo,185,5.7,FALSE,FALSE,FALSE
1546,2026-10-20,db,FALSE,FALSE,negativo,34,6.4,FALSE,FALSE,FALSE
2153,2026-10-03,auth,FALSE,NA,positivo,155,4.7,FALSE,FALSE,FALSE
88,2026-11-16,auth,FALSE,FALSE,negativo,59,2.7,FALSE,FALSE,FALSE
1415,2026-03-22,db,TRUE,TRUE,positivo,41,33.4,FALSE,FALSE,FALSE
1597,2026-07-11,auth,FALSE,FALSE,negativo,113,2.6,FALSE,FALSE,FALSE
1672,2026-11-10,api,FALSE,FALSE,positivo,76,6.1,FALSE,FALSE,FALSE
274,2026-03-21,api,FALSE,FALSE,negativo,81,NA,FALSE,FALSE,NA
575,2026-04-15,db,FALSE,FALSE,negativo,44,2.1,FALSE,FALSE,FALSE
664,2026-09-23,auth,FALSE,FALSE,negativo,102,0.5,FALSE,FALSE,FALSE
1904,2026-08-18,auth,FALSE,FALSE,negativo,56,12.3,FALSE,FALSE,FALSE
1646,2026-06-24,api,NA,FALSE,negativo,147,1.4,FALSE,FALSE,FALSE
1528,2026-11-03,api,FALSE,FALSE,negativo,119,7.5,FALSE,FALSE,FALSE
236,2026-12-22,auth,FALSE,FALSE,negativo,NA,3.2,FALSE,NA,FALSE
1854,2026-02-27,api,FALSE,FALSE,negativo,62,6.3,FALSE,FALSE,FALSE
633,NA,api,FALSE,FALSE,negativo,163,2.9,FALSE,FALSE,FALSE
246,2026-03-18,api,FALSE,FALSE,negativo,157,6.9,FALSE,FALSE,FALSE
203,2026-12-02,auth,NA,TRUE,positivo,115,30.9,FALSE,FALSE,FALSE
2020,2026-08-28,auth,FALSE,FALSE,negativo,44,3.8,FALSE,FALSE,FALSE
683,NA,ui,FALSE,FALSE,negativo,36,6.1,FALSE,FALSE,FALSE
1328,2026-05-19,auth,FALSE,FALSE,negativo,219,NA,FALSE,FALSE,TRUE
1092,2026-05-19,auth,FALSE,FALSE,negativo,200,4.2,FALSE,FALSE,FALSE
1270,2026-02-07,api,TRUE,FALSE,negativo,34,1.5,FALSE,FALSE,FALSE
618,2026-10-09,auth,FALSE,FALSE,negativo,83,5.1,FALSE,FALSE,FALSE
492,2026-07-04,ui,TRUE,FALSE,negativo,320,4.8,FALSE,FALSE,FALSE
1358,2026-05-20,auth,FALSE,FALSE,negativo,124,13.4,FALSE,FALSE,FALSE
2208,2026-02-13,ui,FALSE,FALSE,negativo,71,4.3,FALSE,FALSE,FALSE
2339,NA,api,TRUE,TRUE,positivo,NA,7.6,FALSE,NA,FALSE
1787,2026-02-01,db,FALSE,FALSE,negativo,27,10.9,FALSE,FALSE,FALSE
1100,2026-02-03,db,FALSE,NA,negativo,7,7.7,FALSE,FALSE,FALSE
585,2026-04-03,api,FALSE,FALSE,negativo,24,4.2,FALSE,FALSE,FALSE
2558,2026-06-07,db,FALSE,FALSE,negativo,46,1.5,FALSE,FALSE,FALSE
1463,2026-09-08,auth,FALSE,FALSE,negativo,126,6.4,FALSE,FALSE,FALSE
1313,2026-07-12,auth,FALSE,FALSE,negativo,23,4.6,FALSE,FALSE,FALSE
677,2026-10-28,auth,FALSE,FALSE,negativo,79,1.6,FALSE,FALSE,FALSE
102,2026-07-20,ui,FALSE,FALSE,negativo,58,3.4,FALSE,FALSE,FALSE
410,2026-06-26,db,FALSE,FALSE,negativo,18,1.8,FALSE,FALSE,FALSE
2525,NA,db,TRUE,FALSE,negativo,16,NA,FALSE,FALSE,TRUE
413,2026-11-14,auth,FALSE,FALSE,negativo,28,0.7,FALSE,FALSE,FALSE
1480,2026-08-08,ui,FALSE,FALSE,negativo,62,2.6,FALSE,FALSE,FALSE
218,2026-09-17,api,FALSE,FALSE,negativo,71,12.8,FALSE,FALSE,FALSE
1883,2026-05-17,api,FALSE,FALSE,negativo,28,4.6,FALSE,FALSE,FALSE
1544,2026-03-07,auth,FALSE,FALSE,negativo,12,8.5,FALSE,FALSE,FALSE
931,2026-10-24,api,FALSE,FALSE,negativo,658,6.9,FALSE,FALSE,FALSE
1554,2026-04-13,api,FALSE,FALSE,negativo,79,NA,FALSE,FALSE,TRUE
1062,2026-03-08,auth,FALSE,FALSE,negativo,192,4.9,FALSE,FALSE,FALSE
2140,2026-11-05,db,FALSE,FALSE,negativo,9,0.5,FALSE,FALSE,FALSE
322,2026-07-25,api,FALSE,FALSE,negativo,29,10.4,FALSE,FALSE,FALSE
85,2026-01-12,api,FALSE,FALSE,negativo,28,5,FALSE,FALSE,FALSE
2358,2026-09-22,auth,FALSE,FALSE,negativo,19,0.3,FALSE,FALSE,FALSE
968,2026-02-20,ui,NA,FALSE,negativo,75,8.5,FALSE,FALSE,FALSE
2552,2026-09-03,db,FALSE,NA,negativo,19,12.9,FALSE,FALSE,FALSE
579,2026-11-10,auth,TRUE,TRUE,positivo,128,17.8,FALSE,FALSE,FALSE
1517,2026-08-06,db,FALSE,FALSE,negativo,24,4.7,FALSE,FALSE,FALSE
750,2026-09-16,api,FALSE,NA,negativo,22,NA,FALSE,FALSE,TRUE
1011,2026-07-24,db,FALSE,FALSE,negativo,17,5.1,FALSE,FALSE,FALSE
2181,2026-09-27,ui,FALSE,FALSE,negativo,22,9.6,FALSE,FALSE,FALSE
407,2026-04-25,db,FALSE,FALSE,negativo,31,4,TRUE,FALSE,FALSE
257,2026-11-02,auth,FALSE,FALSE,negativo,NA,NA,FALSE,TRUE,TRUE
1563,2026-02-27,api,FALSE,FALSE,negativo,15,9.6,FALSE,FALSE,FALSE
111,2026-06-03,api,FALSE,FALSE,negativo,363,5.5,FALSE,FALSE,FALSE
131,2026-11-07,api,TRUE,TRUE,negativo,30,2,FALSE,FALSE,FALSE
97,2026-09-05,auth,FALSE,FALSE,negativo,63,6.8,FALSE,FALSE,FALSE
1113,2026-10-25,db,FALSE,FALSE,negativo,107,1.6,FALSE,FALSE,FALSE
2385,2026-06-19,api,TRUE,FALSE,negativo,26,3.8,FALSE,FALSE,FALSE
1301,2026-07-27,db,FALSE,FALSE,negativo,140,2.3,FALSE,FALSE,FALSE
444,2026-10-12,ui,TRUE,FALSE,negativo,16,5.1,FALSE,FALSE,FALSE
144,2026-03-22,db,NA,FALSE,negativo,159,8.6,FALSE,FALSE,FALSE
558,2026-05-14,ui,TRUE,FALSE,positivo,22,3.8,FALSE,FALSE,FALSE
659,2026-04-04,api,TRUE,TRUE,positivo,46,10.7,FALSE,FALSE,FALSE
489,2026-06-28,auth,TRUE,TRUE,positivo,110,11.4,FALSE,FALSE,FALSE
965,2026-03-25,auth,FALSE,FALSE,negativo,75,NA,FALSE,FALSE,TRUE
370,2026-04-21,ui,FALSE,FALSE,negativo,41,12.1,FALSE,FALSE,FALSE
1641,NA,db,FALSE,FALSE,negativo,116,1.1,FALSE,FALSE,FALSE
2418,2026-05-04,api,FALSE,FALSE,negativo,103,99999,FALSE,FALSE,FALSE
1725,2026-10-06,db,FALSE,FALSE,negativo,178,6.1,FALSE,FALSE,FALSE
1922,NA,auth,FALSE,FALSE,negativo,155,2.5,FALSE,FALSE,FALSE
1944,2026-12-10,ui,FALSE,FALSE,negativo,57,10.4,FALSE,FALSE,FALSE
976,2026-06-09,api,TRUE,FALSE,negativo,214,5.5,FALSE,FALSE,FALSE
186,2026-03-07,api,NA,FALSE,negativo,28,2.7,FALSE,FALSE,FALSE
1074,2026-03-25,api,TRUE,FALSE,negativo,289,5.4,FALSE,FALSE,FALSE
690,2026-12-05,db,FALSE,FALSE,negativo,72,7.5,FALSE,FALSE,FALSE
1327,2026-09-27,auth,FALSE,FALSE,negativo,58,7.6,FALSE,FALSE,FALSE
842,2026-04-01,ui,TRUE,FALSE,negativo,91,8.8,FALSE,FALSE,FALSE
728,2026-11-06,api,FALSE,FALSE,negativo,10,2.5,FALSE,FALSE,FALSE
310,2026-07-27,ui,FALSE,FALSE,negativo,29,6.1,FALSE,FALSE,FALSE
1727,2026-05-04,auth,FALSE,FALSE,negativo,36,7,FALSE,FALSE,FALSE
1643,2026-12-08,ui,NA,FALSE,negativo,30,11.1,FALSE,FALSE,FALSE
405,2026-12-23,db,FALSE,FALSE,negativo,36,99999,FALSE,FALSE,FALSE
1247,2026-08-13,auth,FALSE,NA,negativo,NA,5,FALSE,TRUE,FALSE
1986,2026-01-13,api,FALSE,FALSE,negativo,17,4.3,FALSE,FALSE,FALSE
726,2026-11-14,auth,FALSE,FALSE,negativo,36,5.8,FALSE,FALSE,FALSE
524,2026-05-05,api,FALSE,FALSE,negativo,81,1.8,FALSE,FALSE,FALSE
780,2026-08-09,auth,FALSE,FALSE,negativo,61,3.9,FALSE,FALSE,FALSE
727,2026-06-07,api,FALSE,FALSE,negativo,47,6.1,FALSE,FALSE,FALSE
2534,2026-05-27,auth,FALSE,FALSE,negativo,354,6.8,FALSE,FALSE,FALSE
2343,2026-12-04,auth,FALSE,FALSE,negativo,27,3,FALSE,FALSE,FALSE
790,2026-04-08,auth,FALSE,FALSE,positivo,37,8.7,FALSE,FALSE,FALSE
1853,2026-01-02,db,FALSE,FALSE,negativo,87,2.1,FALSE,FALSE,FALSE
1965,2026-08-04,ui,FALSE,FALSE,negativo,201,3.4,FALSE,FALSE,FALSE
995,2026-01-25,auth,FALSE,FALSE,negativo,NA,3.5,TRUE,TRUE,FALSE
1547,2026-02-16,auth,FALSE,FALSE,positivo,118,5.3,FALSE,FALSE,FALSE
311,2026-01-10,auth,FALSE,FALSE,negativo,75,5.2,FALSE,FALSE,FALSE
299,2026-02-19,auth,FALSE,FALSE,negativo,NA,0.5,FALSE,TRUE,FALSE
1750,NA,api,FALSE,FALSE,negativo,50,2.5,FALSE,FALSE,FALSE
2546,2026-04-01,auth,FALSE,FALSE,negativo,44,5.1,FALSE,FALSE,FALSE
2336,2026-06-24,ui,NA,FALSE,negativo,301,2.7,FALSE,FALSE,FALSE
1866,2026-07-24,api,FALSE,FALSE,negativo,34,16,FALSE,FALSE,FALSE
784,2026-01-08,auth,FALSE,FALSE,negativo,77,1.9,FALSE,FALSE,FALSE
1121,2026-10-14,api,FALSE,FALSE,negativo,18,0.3,FALSE,FALSE,FALSE
1359,2026-08-16,auth,FALSE,FALSE,negativo,46,0.9,FALSE,FALSE,FALSE
2571,2026-05-24,db,FALSE,FALSE,negativo,79,5.7,FALSE,FALSE,FALSE
980,2026-05-10,auth,FALSE,FALSE,negativo,206,3.3,FALSE,FALSE,FALSE
193,2026-09-24,api,FALSE,FALSE,negativo,16,NA,FALSE,FALSE,NA
2175,2026-07-12,api,FALSE,FALSE,negativo,119,3.6,FALSE,FALSE,FALSE
1440,2026-07-24,ui,FALSE,FALSE,negativo,108,4.4,FALSE,FALSE,FALSE
1835,2026-09-25,api,FALSE,FALSE,negativo,202,4.9,FALSE,FALSE,FALSE
1099,2026-07-04,api,FALSE,FALSE,negativo,105,99999,FALSE,FALSE,FALSE
1205,2026-10-04,api,TRUE,FALSE,negativo,37,2.4,FALSE,FALSE,FALSE
744,2026-11-15,auth,FALSE,FALSE,negativo,60,2.1,FALSE,FALSE,FALSE
135,2026-12-06,api,TRUE,TRUE,positivo,117,14.8,FALSE,FALSE,FALSE
308,2026-09-28,auth,FALSE,FALSE,negativo,48,6,FALSE,FALSE,FALSE
1393,2026-08-10,api,FALSE,FALSE,negativo,228,4.1,FALSE,FALSE,FALSE
458,2026-08-20,db,FALSE,FALSE,negativo,47,2.5,FALSE,FALSE,FALSE
1531,2026-12-14,api,TRUE,TRUE,positivo,48,5.8,FALSE,FALSE,FALSE
2596,2026-09-20,db,FALSE,FALSE,negativo,28,NA,FALSE,FALSE,TRUE
452,2026-07-02,ui,FALSE,FALSE,negativo,67,0.2,FALSE,FALSE,FALSE
221,2026-11-20,db,TRUE,FALSE,negativo,29,12.7,FALSE,FALSE,FALSE
738,2026-08-13,ui,FALSE,FALSE,negativo,31,NA,FALSE,FALSE,NA
2417,2026-09-18,api,FALSE,FALSE,NA,40,2.6,FALSE,FALSE,FALSE
1594,2026-02-15,db,TRUE,TRUE,positivo,150,8.2,FALSE,FALSE,FALSE
559,2026-12-06,auth,FALSE,FALSE,negativo,32,4.5,FALSE,FALSE,FALSE
2134,2026-03-01,db,FALSE,FALSE,negativo,67,7.2,FALSE,FALSE,FALSE
2550,2026-03-28,api,FALSE,FALSE,negativo,24,3.8,FALSE,FALSE,FALSE
1908,2026-03-28,auth,FALSE,FALSE,negativo,44,6,FALSE,FALSE,FALSE
202,2026-09-09,db,TRUE,TRUE,positivo,54,23.3,FALSE,FALSE,FALSE
1923,2026-03-01,auth,TRUE,FALSE,negativo,217,8,FALSE,FALSE,FALSE
508,NA,db,FALSE,FALSE,negativo,47,3.4,FALSE,FALSE,FALSE
587,2026-07-18,api,FALSE,FALSE,negativo,203,5.2,FALSE,FALSE,FALSE
109,2026-09-03,db,FALSE,FALSE,negativo,81,7,FALSE,FALSE,FALSE
2031,2026-12-26,auth,NA,FALSE,negativo,18,0.6,FALSE,FALSE,FALSE
2338,2026-10-21,api,TRUE,TRUE,positivo,29,7.7,FALSE,FALSE,FALSE
1188,2026-05-17,api,TRUE,FALSE,negativo,18,13.8,FALSE,FALSE,FALSE
73,2026-06-08,auth,TRUE,TRUE,positivo,71,28.6,FALSE,FALSE,FALSE
2047,2026-09-07,auth,FALSE,FALSE,negativo,139,9.2,FALSE,FALSE,FALSE
1091,2026-04-12,api,FALSE,FALSE,negativo,30,12.5,FALSE,FALSE,FALSE
1181,2026-09-16,db,TRUE,TRUE,positivo,20,16.5,FALSE,FALSE,FALSE
2381,2026-11-04,api,FALSE,FALSE,negativo,59,2.2,FALSE,FALSE,FALSE
859,2026-02-06,db,TRUE,TRUE,negativo,75,99999,FALSE,FALSE,FALSE
1231,2026-10-12,auth,FALSE,FALSE,negativo,40,2,FALSE,FALSE,FALSE
1351,2026-02-14,ui,FALSE,FALSE,negativo,57,7.2,FALSE,FALSE,FALSE
292,NA,api,FALSE,FALSE,negativo,37,5.7,FALSE,FALSE,FALSE
1916,2026-04-05,api,NA,FALSE,negativo,72,7.9,FALSE,FALSE,FALSE
2184,2026-08-27,ui,FALSE,FALSE,negativo,143,10.7,FALSE,FALSE,FALSE
2397,NA,api,FALSE,FALSE,negativo,34,7.9,FALSE,FALSE,FALSE
2463,2026-06-25,db,FALSE,FALSE,negativo,56,7.9,FALSE,FALSE,FALSE
1709,2026-05-11,api,FALSE,FALSE,negativo,158,8.8,FALSE,FALSE,FALSE
1958,2026-02-04,ui,FALSE,FALSE,negativo,67,4.6,FALSE,FALSE,FALSE
1942,2026-08-01,api,FALSE,FALSE,negativo,95,4.3,FALSE,FALSE,FALSE
316,2026-10-23,auth,FALSE,FALSE,negativo,45,10.4,FALSE,FALSE,FALSE
1713,NA,ui,FALSE,FALSE,positivo,39,1.7,TRUE,FALSE,FALSE
1186,2026-08-10,auth,FALSE,FALSE,negativo,73,4.7,FALSE,FALSE,FALSE
2425,2026-06-27,db,FALSE,FALSE,negativo,18,13.8,FALSE,FALSE,FALSE
48,2026-04-01,api,FALSE,FALSE,negativo,57,3.2,FALSE,FALSE,FALSE
357,2026-01-26,api,FALSE,FALSE,negativo,81,7.5,FALSE,FALSE,FALSE
1352,2026-06-15,api,FALSE,FALSE,positivo,64,6.3,FALSE,FALSE,FALSE
2025,2026-06-09,auth,FALSE,FALSE,NA,22,3.1,FALSE,FALSE,FALSE
945,2026-04-22,api,NA,TRUE,positivo,29,1.8,FALSE,FALSE,FALSE
2392,2026-10-23,ui,FALSE,FALSE,negativo,27,9.9,FALSE,FALSE,FALSE
1798,2026-11-13,api,TRUE,FALSE,negativo,74,5.6,FALSE,FALSE,FALSE
2157,2026-07-28,auth,FALSE,FALSE,positivo,515,17,FALSE,FALSE,FALSE
1825,2026-06-23,api,FALSE,NA,negativo,167,8.8,FALSE,FALSE,FALSE
1088,2026-06-17,db,TRUE,FALSE,negativo,107,3.9,TRUE,FALSE,FALSE
2597,2026-06-01,auth,FALSE,FALSE,negativo,60,3.3,FALSE,FALSE,FALSE
1837,2026-10-02,auth,FALSE,FALSE,negativo,70,2.4,FALSE,FALSE,FALSE
1946,2026-09-13,auth,FALSE,FALSE,negativo,18,10.7,FALSE,FALSE,FALSE
2540,2026-02-14,auth,FALSE,FALSE,negativo,97,7.6,FALSE,FALSE,FALSE
2380,2026-09-09,db,FALSE,FALSE,negativo,121,3.7,TRUE,FALSE,FALSE
761,2026-06-24,api,FALSE,FALSE,negativo,17,9.7,FALSE,FALSE,FALSE
1211,2026-05-19,api,NA,FALSE,negativo,25,4.9,FALSE,FALSE,FALSE
1879,2026-12-21,auth,FALSE,FALSE,negativo,34,12.1,FALSE,FALSE,FALSE
1446,2026-07-10,auth,FALSE,FALSE,negativo,250,3,FALSE,FALSE,FALSE
1206,2026-12-04,ui,FALSE,FALSE,negativo,311,7.5,FALSE,FALSE,FALSE
2205,2026-01-23,api,FALSE,FALSE,negativo,64,12.9,FALSE,FALSE,FALSE
2003,2026-09-22,ui,FALSE,FALSE,negativo,65,2.1,FALSE,FALSE,FALSE
679,2026-04-06,db,FALSE,FALSE,negativo,108,11.8,FALSE,FALSE,FALSE
354,2026-06-26,ui,FALSE,FALSE,negativo,17,8.3,FALSE,FALSE,FALSE
1901,2026-12-20,api,FALSE,FALSE,negativo,374,8.9,FALSE,FALSE,FALSE
1425,2026-02-19,api,FALSE,FALSE,negativo,22,5.3,FALSE,FALSE,FALSE
1504,2026-05-12,api,FALSE,FALSE,negativo,12,4.5,FALSE,FALSE,FALSE
1759,2026-10-12,auth,FALSE,FALSE,negativo,50,2.4,FALSE,FALSE,FALSE
962,2026-08-10,api,FALSE,FALSE,negativo,37,9.1,TRUE,FALSE,FALSE
249,2026-01-16,api,FALSE,FALSE,negativo,102,1.3,FALSE,FALSE,FALSE
1560,2026-10-19,auth,FALSE,FALSE,negativo,241,8.4,FALSE,FALSE,FALSE
2055,2026-01-19,ui,FALSE,FALSE,negativo,23,1.2,FALSE,FALSE,FALSE
1151,2026-02-21,db,TRUE,FALSE,negativo,176,1.4,FALSE,FALSE,FALSE
1961,NA,api,TRUE,FALSE,negativo,36,4.5,FALSE,FALSE,FALSE
940,2026-09-18,api,FALSE,FALSE,negativo,105,9.5,FALSE,FALSE,FALSE
2526,2026-12-11,api,NA,FALSE,NA,129,4.7,FALSE,FALSE,FALSE
1635,2026-10-22,api,FALSE,FALSE,negativo,49,7.2,FALSE,FALSE,FALSE
238,2026-11-12,api,FALSE,FALSE,negativo,103,19.6,FALSE,FALSE,FALSE
2210,2026-03-02,api,FALSE,FALSE,negativo,265,12.7,FALSE,FALSE,FALSE
844,2026-02-16,api,FALSE,FALSE,NA,108,0.8,FALSE,FALSE,FALSE
1218,2026-09-14,api,FALSE,FALSE,negativo,90,7.1,FALSE,FALSE,FALSE
1143,2026-07-12,auth,FALSE,FALSE,NA,76,NA,FALSE,FALSE,TRUE
350,2026-03-24,db,FALSE,FALSE,negativo,51,6.8,FALSE,FALSE,FALSE
280,2026-06-16,auth,FALSE,FALSE,positivo,99,7.4,FALSE,FALSE,FALSE
878,2026-02-10,ui,FALSE,FALSE,negativo,49,0.6,FALSE,FALSE,FALSE
783,2026-04-17,api,TRUE,TRUE,positivo,106,9.8,FALSE,FALSE,FALSE
466,2026-06-16,ui,FALSE,FALSE,negativo,155,0.8,FALSE,FALSE,FALSE
72,2026-03-23,auth,FALSE,FALSE,positivo,71,3.9,FALSE,FALSE,FALSE
1566,2026-10-14,api,FALSE,FALSE,negativo,409,NA,FALSE,FALSE,TRUE
2373,2026-07-18,auth,TRUE,TRUE,negativo,91,10.2,TRUE,FALSE,FALSE
910,2026-02-13,auth,TRUE,FALSE,negativo,38,4.6,FALSE,FALSE,FALSE
12,2026-09-09,api,FALSE,FALSE,negativo,35,99999,FALSE,FALSE,FALSE
540,2026-05-25,db,FALSE,FALSE,positivo,62,11,FALSE,FALSE,FALSE
2171,2026-01-01,api,TRUE,FALSE,negativo,91,4.2,FALSE,FALSE,FALSE
454,2026-12-21,ui,FALSE,FALSE,negativo,67,1.7,FALSE,FALSE,FALSE
1396,2026-11-25,api,TRUE,FALSE,negativo,17,2.3,FALSE,FALSE,FALSE
136,2026-06-22,api,FALSE,FALSE,NA,71,0.7,FALSE,FALSE,FALSE
426,2026-08-24,auth,FALSE,FALSE,negativo,7,11.3,FALSE,FALSE,FALSE
291,2026-04-08,api,FALSE,FALSE,negativo,118,2.8,FALSE,FALSE,FALSE
1346,2026-07-04,db,FALSE,FALSE,negativo,49,5.7,FALSE,FALSE,FALSE
177,2026-11-12,auth,FALSE,FALSE,negativo,95,2.2,FALSE,FALSE,FALSE
2039,2026-07-23,db,TRUE,TRUE,positivo,13,9.3,FALSE,FALSE,FALSE
753,2026-11-18,db,FALSE,FALSE,negativo,398,99999,FALSE,FALSE,FALSE
1002,2026-11-15,ui,FALSE,FALSE,negativo,39,4.5,TRUE,FALSE,FALSE
2244,2026-09-04,db,FALSE,FALSE,negativo,65,8.6,FALSE,FALSE,FALSE
2461,NA,ui,FALSE,FALSE,negativo,214,17.1,FALSE,FALSE,FALSE
1448,2026-12-22,auth,FALSE,FALSE,negativo,50,9.3,FALSE,FALSE,FALSE
706,2026-03-09,api,FALSE,FALSE,negativo,92,3.4,FALSE,FALSE,FALSE
1476,2026-03-11,api,FALSE,FALSE,negativo,180,2,FALSE,FALSE,FALSE
820,2026-05-22,api,FALSE,FALSE,negativo,97,99999,FALSE,FALSE,FALSE
1305,2026-08-23,api,FALSE,FALSE,negativo,58,3.2,FALSE,FALSE,FALSE
2548,2026-06-13,auth,FALSE,FALSE,negativo,206,2.4,FALSE,FALSE,FALSE
729,NA,api,FALSE,FALSE,negativo,36,18.9,FALSE,FALSE,FALSE
1998,2026-08-12,api,FALSE,FALSE,negativo,19,0.7,FALSE,FALSE,FALSE
305,2026-01-28,auth,FALSE,FALSE,negativo,30,2.7,FALSE,FALSE,FALSE
499,2026-10-21,ui,TRUE,FALSE,negativo,5,NA,FALSE,FALSE,TRUE
2273,2026-09-05,ui,NA,FALSE,negativo,66,4.6,FALSE,FALSE,FALSE
2109,NA,db,FALSE,FALSE,negativo,29,3,FALSE,FALSE,FALSE
56,2026-01-15,api,FALSE,FALSE,negativo,NA,14.5,FALSE,NA,FALSE
1710,2026-08-03,db,TRUE,NA,negativo,14,3.4,FALSE,FALSE,FALSE
1615,2026-01-28,db,FALSE,FALSE,negativo,150,12.5,FALSE,FALSE,FALSE
2079,2026-01-23,auth,FALSE,FALSE,negativo,32,12.4,FALSE,FALSE,FALSE
2543,2026-07-02,auth,FALSE,FALSE,negativo,73,8.6,FALSE,FALSE,FALSE
504,2026-12-17,auth,FALSE,FALSE,negativo,103,6.2,FALSE,FALSE,FALSE
1870,2026-10-25,auth,FALSE,FALSE,negativo,62,2.9,FALSE,FALSE,FALSE
446,2026-11-21,auth,FALSE,FALSE,negativo,53,13.4,FALSE,FALSE,FALSE
